React-ive[15]		246.2	-44.5	0.2868	0.734		1.8420	0.0118	0.0000		20.000
React-ive[16]		249.2	-44.6	0.2881	0.805		1.3793	0.0105	0.0000		20.000
React-ive[17]		254.6	-44.9	0.2897	0.883		0.9170	0.0092	0.0000		20.000
React-ive[18]		273.1	-45.5	0.2993	0.966		0.4547	0.0056	0.0000		20.000
NON-react[19]		273.2	0.000	0.0000	0.000		0.0002	0.0057	0.0000		20.000
NON-react[20]		274.0	0.000	0.0000	0.000		0.0002	0.0057	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	0.409				0.0002	0.0054			20.000
------------------------------------------------------------------------------------------------------------
Napha:		0.75
Gasoline:	0.76
Diesel:		0.60
Heavy:		0.85
============================================================================================================
2018-07-09 16:54:30 - Function time
Elapsed time: 0:02:44
Total time:   0:03:03
============================================================================================================

> Optimized Product Side Draw
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-147.				2.3257	0.7582	0.0619		2.3096

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		118.9	0.000	0.0000	0.000		5.4555	0.8926	0.0000		20.000
NON-react[2]		127.8	0.000	0.0000	0.000		5.5899	0.8249	0.0000		20.000
NON-react[3]		135.6	0.000	0.0000	0.000		5.5222	0.7737	0.0000		20.000
NON-react[4]		143.2	0.000	0.0000	0.000		5.4710	0.6877	0.0286		20.000
NON-react[5]		151.2	0.000	0.0000	0.000		5.4137	0.6063	0.0000		20.000
NON-react[6]		161.2	0.000	0.0000	0.000		5.3322	0.4745	0.0000		20.000
NON-react[7]		176.7	0.000	0.0000	0.000		5.2005	0.2016	0.0936		20.000
React-ive[8]		200.0	-34.5	0.1297	0.214		5.0212	0.2205	0.0000		20.000
React-ive[9]		245.5	-37.1	0.2922	0.519		4.2961	0.0992	0.0000		20.000
React-ive[10]		246.2	-43.1	0.2990	0.553		3.7239	0.0188	0.0241		20.000
React-ive[11]		242.4	-44.4	0.2905	0.568		3.2290	0.0092	0.0000		20.000
React-ive[12]		241.1	-44.4	0.2864	0.601		2.7673	0.0080	0.0000		20.000
NON-react[13]		241.3	0.000	0.0000	0.000		2.3071	0.0073	0.0000		20.000
React-ive[14]		241.5	-44.5	0.2863	0.650		2.3064	0.0074	0.0000		20.000
React-ive[15]		241.9	-44.4	0.2844	0.705		1.8471	0.0077	0.0000		20.000
React-ive[16]		244.0	-44.3	0.2844	0.777		1.3843	0.0077	0.0000		20.000
React-ive[17]		249.3	-44.7	0.2857	0.864		0.9197	0.0074	0.0000		20.000
React-ive[18]		272.0	-45.5	0.2993	0.964		0.4539	0.0043	0.0000		20.000
NON-react[19]		272.1	0.000	0.0000	0.000		0.0001	0.0043	0.0000		20.000
NON-react[20]		272.8	0.000	0.0000	0.000		0.0001	0.0043	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	0.317				0.0002	0.0041			20.000
------------------------------------------------------------------------------------------------------------
Napha:		0.76
Gasoline:	0.75
Diesel:		0.60
Heavy:		0.85
============================================================================================================
2018-07-09 16:55:11 - Function time
Elapsed time: 0:00:41
Total time:   0:03:44
============================================================================================================

> Optimized Feed Amount and Location
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-147.				1.9364	0.6945	0.0760		2.3783

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		120.9	0.000	0.0000	0.000		5.0853	0.8113	0.0000		20.000
NON-react[2]		129.2	0.000	0.0000	0.000		5.2021	0.7488	0.0000		20.000
NON-react[3]		136.8	0.000	0.0000	0.000		5.1396	0.7031	0.0000		20.000
NON-react[4]		144.1	0.000	0.0000	0.000		5.0939	0.6252	0.0260		20.000
NON-react[5]		152.0	0.000	0.0000	0.000		5.0421	0.5510	0.0000		20.000
NON-react[6]		161.9	0.000	0.0000	0.000		4.9678	0.4299	0.0000		20.000
NON-react[7]		177.3	0.000	0.0000	0.000		4.8467	0.1548	0.1132		20.000
React-ive[8]		200.0	-20.1	0.0404	0.100		4.6849	0.2114	0.0000		20.000
React-ive[9]		240.8	-27.6	0.2262	0.387		4.7098	0.1023	0.0000		20.000
React-ive[10]		243.4	-38.7	0.2817	0.434		4.3567	0.0028	0.0343		20.000
React-ive[11]		239.6	-42.0	0.2812	0.424		3.9861	0.0021	0.0000		20.000
React-ive[12]		239.0	-47.6	0.3176	0.446		3.6873	0.0037	0.0000		20.000
NON-react[13]		232.8	0.000	0.0000	0.000		4.2904	0.0026	0.0000		20.000
React-ive[14]		238.6	-58.0	0.3834	0.480		3.3651	0.0046	0.0000		20.000
React-ive[15]		237.5	-100.	0.6204	0.559		3.1369	0.0056	0.0000		20.000
React-ive[16]		238.2	-111.	0.6813	0.704		1.7630	0.0069	0.0000		20.000
React-ive[17]		299.9	0.252	0.0006	0.999		0.0558	0.0067	0.0000		20.000
React-ive[18]		299.9	-5.61	0.0342	0.999		0.0549	0.0065	0.0000		20.000
NON-react[19]		267.3	0.000	0.0000	0.000		0.1172	0.0050	0.0000		20.000
NON-react[20]		235.4	0.000	0.0000	0.000		0.1158	0.0046	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	0.516				0.0000	0.0046			15.619
------------------------------------------------------------------------------------------------------------
Napha:		0.75
Gasoline:	0.75
Diesel:		0.60
Heavy:		0.85
============================================================================================================
2018-07-09 16:56:50 - Function time
Elapsed time: 0:01:39
Total time:   0:05:23
============================================================================================================

> Increase Gasoline Specification to 80%
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-149.				1.9484	0.6911	0.0846		2.3747

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		123.5	0.000	0.0000	0.000		5.0988	0.8102	0.0000		20.000
NON-react[2]		133.4	0.000	0.0000	0.000		5.2180	0.7463	0.0000		20.000
NON-react[3]		141.8	0.000	0.0000	0.000		5.1541	0.6971	0.0000		20.000
NON-react[4]		149.7	0.000	0.0000	0.000		5.1049	0.6164	0.0256		20.000
NON-react[5]		157.9	0.000	0.0000	0.000		5.0499	0.5431	0.0000		20.000
NON-react[6]		167.5	0.000	0.0000	0.000		4.9766	0.4358	0.0000		20.000
NON-react[7]		181.2	0.000	0.0000	0.000		4.8693	0.2011	0.0972		20.000
React-ive[8]		200.0	-21.1	0.0406	0.100		4.7318	0.2743	0.0000		20.000
React-ive[9]		240.1	-25.2	0.2205	0.378		4.7732	0.1340	0.0000		20.000
React-ive[10]		243.1	-37.7	0.2795	0.430		4.3957	0.0078	0.0400		20.000
React-ive[11]		239.3	-41.7	0.2796	0.421		4.0067	0.0039	0.0000		20.000
React-ive[12]		238.8	-47.4	0.3160	0.442		3.7067	0.0053	0.0000		20.000
NON-react[13]		232.7	0.000	0.0000	0.000		4.3066	0.0038	0.0000		20.000
React-ive[14]		238.6	-56.5	0.3749	0.474		3.3800	0.0059	0.0000		20.000
React-ive[15]		237.5	-102.	0.6300	0.555		3.2062	0.0066	0.0000		20.000
React-ive[16]		238.4	-111.	0.6819	0.705		1.7708	0.0078	0.0000		20.000
React-ive[17]		299.9	0.273	0.0007	0.999		0.0644	0.0076	0.0000		20.000
React-ive[18]		299.9	-6.47	0.0395	0.999		0.0633	0.0073	0.0000		20.000
NON-react[19]		266.6	0.000	0.0000	0.000		0.1352	0.0057	0.0000		20.000
NON-react[20]		234.5	0.000	0.0000	0.000		0.1335	0.0052	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	0.583				0.0000	0.0052			15.596
------------------------------------------------------------------------------------------------------------
Napha:		0.75
Gasoline:	0.80
Diesel:		0.60
Heavy:		0.85
============================================================================================================
2018-07-09 17:02:54 - Function time
Elapsed time: 0:06:04
Total time:   0:11:27
============================================================================================================

> Optimized Catalyst Amount and Location
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-152.				1.7048	0.6578	0.0854		2.4786

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		124.4	0.000	0.0000	0.000		4.9267	0.7734	0.0000		20.000
React-ive[2]		133.5	0.000	0.0000	0.000		5.0422	0.7117	0.0000		20.000
React-ive[3]		141.6	0.000	0.0000	0.000		4.9806	0.6653	0.0000		20.000
React-ive[4]		149.4	0.000	0.0000	0.000		4.9342	0.5889	0.0245		20.000
React-ive[5]		157.6	0.000	0.0000	0.000		4.8824	0.5193	0.0000		20.000
React-ive[6]		167.3	0.000	0.0000	0.000		4.8127	0.4162	0.0000		20.000
React-ive[7]		181.1	0.000	0.0000	0.000		4.7097	0.1791	0.1063		20.000
React-ive[8]		200.0	-13.2	0.0000	0.000		4.5788	0.2458	0.0000		20.000
React-ive[9]		237.7	-104.	0.5730	0.643		4.6455	0.4142	0.0000		20.000
React-ive[10]		269.6	-11.4	0.0000	0.000		5.9010	0.4196	0.0362		20.000
React-ive[11]		299.9	29.59	0.0000	0.000		5.9424	0.1101	0.0000		20.000
React-ive[12]		266.7	10.72	0.0000	0.000		5.6322	0.0150	0.0000		20.000
React-ive[13]		240.8	0.000	0.0056	0.016		3.8324	0.0117	0.0000		20.000
React-ive[14]		236.2	-65.6	0.4357	0.562		3.8222	0.0158	0.0000		20.000
React-ive[15]		235.3	-80.0	0.5245	0.591		3.3744	0.0232	0.0000		20.000
React-ive[16]		233.7	-252.	1.3772	0.768		2.9193	0.2176	0.0000		20.000
React-ive[17]		288.4	13.11	0.0000	0.000		5.7394	0.1041	0.0000		20.000
React-ive[18]		283.5	17.77	0.0000	0.000		5.6249	0.0179	0.0000		20.000
React-ive[19]		209.5	0.000	0.0000	0.000		3.0038	0.0137	0.0000		20.000
React-ive[20]		209.6	0.000	0.0000	0.025		0.0000	0.0137	0.0000		19.999

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	1.776				0.0000	0.0137			14.776
------------------------------------------------------------------------------------------------------------
Napha:		0.75
Gasoline:	0.80
Diesel:		0.73
Heavy:		0.85
============================================================================================================
2018-07-09 17:14:11 - Function time
Elapsed time: 0:11:17
Total time:   0:22:44
============================================================================================================
