
First Solve, disconnected reactive stages
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[6]		220.0	-43.2	0.2660	0.779		0.1193	0.0016	0.0064		20.000
React-ive[7]		220.0	-43.2	0.2660	0.779		0.1192	0.0016	0.0064		20.000
React-ive[8]		220.0	-43.2	0.2660	0.780		0.1184	0.0016	0.0064		20.000
React-ive[9]		220.0	-43.2	0.2660	0.786		0.1146	0.0016	0.0064		20.000
React-ive[10]		220.0	-43.2	0.2660	0.815		0.0955	0.0016	0.0064		20.000

> Working on PR ratio = 0.70
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		220.0	-43.2	0.2660	0.755		0.2046	0.0019	0.0045		20.000
React-ive[2]		220.0	-43.2	0.2660	0.755		0.2046	0.0025	0.0058		20.000
React-ive[3]		220.0	-43.2	0.2660	0.755		0.2046	0.0026	0.0062		20.000
React-ive[4]		220.0	-43.2	0.2660	0.755		0.2046	0.0027	0.0063		20.000
React-ive[5]		220.0	-43.2	0.2660	0.755		0.2045	0.0027	0.0064		20.000
React-ive[6]		220.0	-43.2	0.2660	0.755		0.2041	0.0027	0.0064		20.000
React-ive[7]		220.0	-43.2	0.2660	0.756		0.2030	0.0027	0.0064		20.000
React-ive[8]		220.0	-43.2	0.2660	0.760		0.1991	0.0027	0.0064		20.000
React-ive[9]		220.0	-43.2	0.2660	0.772		0.1862	0.0027	0.0064		20.000
React-ive[10]		220.0	-43.2	0.2660	0.815		0.1432	0.0027	0.0064		20.000

> Working on PR ratio = 0.60
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		220.0	-43.2	0.2660	0.725		0.3183	0.0025	0.0038		20.000
React-ive[2]		220.0	-43.2	0.2660	0.725		0.3183	0.0036	0.0054		20.000
React-ive[3]		220.0	-43.2	0.2660	0.725		0.3182	0.0040	0.0060		20.000
React-ive[4]		220.0	-43.2	0.2660	0.726		0.3178	0.0041	0.0062		20.000
React-ive[5]		220.0	-43.2	0.2660	0.726		0.3171	0.0042	0.0063		20.000
React-ive[6]		220.0	-43.2	0.2660	0.727		0.3151	0.0042	0.0064		20.000
React-ive[7]		220.0	-43.2	0.2660	0.730		0.3102	0.0042	0.0064		20.000
React-ive[8]		220.0	-43.2	0.2660	0.738		0.2980	0.0042	0.0064		20.000
React-ive[9]		220.0	-43.2	0.2660	0.759		0.2674	0.0042	0.0064		20.000
React-ive[10]		220.0	-43.2	0.2660	0.815		0.1910	0.0042	0.0064		20.000

> Working on PR ratio = 0.50
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		220.0	-43.2	0.2660	0.688		0.4771	0.0032	0.0032		20.000
React-ive[2]		220.0	-43.2	0.2660	0.688		0.4766	0.0048	0.0048		20.000
React-ive[3]		220.0	-43.2	0.2660	0.688		0.4757	0.0056	0.0056		20.000
React-ive[4]		220.0	-43.2	0.2660	0.689		0.4738	0.0060	0.0060		20.000
React-ive[5]		220.0	-43.2	0.2660	0.691		0.4701	0.0062	0.0062		20.000
React-ive[6]		220.0	-43.2	0.2660	0.694		0.4626	0.0063	0.0063		20.000
React-ive[7]		220.0	-43.2	0.2660	0.701		0.4477	0.0063	0.0063		20.000
React-ive[8]		220.0	-43.2	0.2660	0.715		0.4179	0.0064	0.0064		20.000
React-ive[9]		220.0	-43.2	0.2660	0.746		0.3582	0.0064	0.0064		20.000
React-ive[10]		220.0	-43.2	0.2660	0.815		0.2388	0.0064	0.0064		20.000

> Working on PR ratio = 0.40
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		220.0	-43.2	0.2660	0.639		0.7120	0.0038	0.0025		20.000
React-ive[2]		220.0	-43.2	0.2660	0.640		0.7092	0.0061	0.0041		20.000
React-ive[3]		220.0	-43.2	0.2660	0.642		0.7043	0.0075	0.0050		20.000
React-ive[4]		220.0	-43.2	0.2660	0.644		0.6963	0.0083	0.0055		20.000
React-ive[5]		220.0	-43.2	0.2660	0.649		0.6829	0.0088	0.0059		20.000
React-ive[6]		220.0	-43.2	0.2660	0.656		0.6607	0.0091	0.0061		20.000
React-ive[7]		220.0	-43.2	0.2660	0.669		0.6235	0.0093	0.0062		20.000
React-ive[8]		220.0	-43.2	0.2660	0.692		0.5616	0.0094	0.0063		20.000
React-ive[9]		220.0	-43.2	0.2660	0.733		0.4585	0.0095	0.0063		20.000
React-ive[10]		220.0	-43.2	0.2660	0.815		0.2865	0.0095	0.0063		20.000

> Working on PR ratio = 0.30
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		220.0	-43.2	0.2660	0.576		1.0829	0.0045	0.0019		20.000
React-ive[2]		220.0	-43.2	0.2660	0.579		1.0694	0.0076	0.0032		20.000
React-ive[3]		220.0	-43.2	0.2660	0.584		1.0501	0.0098	0.0042		20.000
React-ive[4]		220.0	-43.2	0.2660	0.590		1.0226	0.0113	0.0048		20.000
React-ive[5]		220.0	-43.2	0.2660	0.599		0.9833	0.0124	0.0053		20.000
React-ive[6]		220.0	-43.2	0.2660	0.613		0.9271	0.0132	0.0056		20.000
React-ive[7]		220.0	-43.2	0.2660	0.635		0.8468	0.0137	0.0058		20.000
React-ive[8]		220.0	-43.2	0.2660	0.668		0.7321	0.0141	0.0060		20.000
React-ive[9]		220.0	-43.2	0.2660	0.721		0.5683	0.0143	0.0061		20.000
React-ive[10]		220.0	-43.2	0.2660	0.815		0.3343	0.0145	0.0062		20.000

> Working on PR ratio = 0.20
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		220.0	-43.2	0.2660	0.497		1.7053	0.0051	0.0012		20.000
React-ive[2]		220.0	-43.2	0.2660	0.504		1.6540	0.0092	0.0023		20.000
React-ive[3]		220.0	-43.2	0.2660	0.514		1.5899	0.0125	0.0031		20.000
React-ive[4]		220.0	-43.2	0.2660	0.527		1.5098	0.0151	0.0037		20.000
React-ive[5]		220.0	-43.2	0.2660	0.544		1.4096	0.0172	0.0043		20.000
React-ive[6]		220.0	-43.2	0.2660	0.567		1.2844	0.0189	0.0047		20.000
React-ive[7]		220.0	-43.2	0.2660	0.598		1.1279	0.0203	0.0050		20.000
React-ive[8]		220.0	-43.2	0.2660	0.643		0.9323	0.0213	0.0053		20.000
React-ive[9]		220.0	-43.2	0.2660	0.710		0.6877	0.0222	0.0055		20.000
React-ive[10]		220.0	-43.2	0.2660	0.815		0.3820	0.0229	0.0057		20.000

> Working on PR ratio = 0.10
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		220.0	-43.2	0.2660	0.403		2.7997	0.0057	0.0006		20.000
React-ive[2]		220.0	-43.2	0.2660	0.418		2.6331	0.0109	0.0012		20.000
React-ive[3]		220.0	-43.2	0.2660	0.436		2.4481	0.0156	0.0017		20.000
React-ive[4]		220.0	-43.2	0.2660	0.458		2.2425	0.0198	0.0022		20.000
React-ive[5]		220.0	-43.2	0.2660	0.484		2.0141	0.0236	0.0026		20.000
React-ive[6]		220.0	-43.2	0.2660	0.518		1.7602	0.0270	0.0030		20.000
React-ive[7]		220.0	-43.2	0.2660	0.561		1.4782	0.0301	0.0033		20.000
React-ive[8]		220.0	-43.2	0.2660	0.619		1.1649	0.0329	0.0036		20.000
React-ive[9]		220.0	-43.2	0.2660	0.698		0.8167	0.0354	0.0039		20.000
React-ive[10]		220.0	-43.2	0.2660	0.814		0.4298	0.0376	0.0041		20.000

> Working on PR ratio = 0.00
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
React-ive[1]		220.0	-43.2	0.2660	0.306		4.7761	0.0064	0.0000		20.000
React-ive[2]		220.0	-43.2	0.2660	0.328		4.2985	0.0128	0.0000		20.000
React-ive[3]		220.0	-43.2	0.2660	0.355		3.8209	0.0192	0.0000		20.000
React-ive[4]		220.0	-43.2	0.2660	0.386		3.3432	0.0257	0.0000		20.000
React-ive[5]		220.0	-43.2	0.2660	0.423		2.8656	0.0321	0.0000		20.000
React-ive[6]		220.0	-43.2	0.2660	0.468		2.3880	0.0385	0.0000		20.000
React-ive[7]		220.0	-43.2	0.2660	0.524		1.9104	0.0449	0.0000		20.000
React-ive[8]		220.0	-43.2	0.2660	0.594		1.4328	0.0513	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2660	0.687		0.9552	0.0578	0.0000		20.000
React-ive[10]		220.0	-43.2	0.2660	0.814		0.4776	0.0642	0.0000		20.000

> Working to remove catalyst and feed from stage 1, unfixing temperature, changing to adiabatic:
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		220.0	0.000	0.0000	0.000		4.2985	0.0000	0.0000		20.000
React-ive[2]		220.0	-43.2	0.2660	0.328		4.2985	0.0064	0.0000		20.000
React-ive[3]		220.0	-43.2	0.2660	0.355		3.8209	0.0128	0.0000		20.000
React-ive[4]		220.0	-43.2	0.2660	0.386		3.3432	0.0192	0.0000		20.000
React-ive[5]		220.0	-43.2	0.2660	0.423		2.8656	0.0257	0.0000		20.000
React-ive[6]		220.0	-43.2	0.2660	0.468		2.3880	0.0321	0.0000		20.000
React-ive[7]		220.0	-43.2	0.2660	0.524		1.9104	0.0385	0.0000		20.000
React-ive[8]		220.0	-43.2	0.2660	0.594		1.4328	0.0449	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2660	0.687		0.9552	0.0513	0.0000		20.000
React-ive[10]		220.0	-43.2	0.2660	0.814		0.4776	0.0578	0.0000		20.000

> Working to remove catalyst and feed from stage 2, unfixing temperature, changing to adiabatic:
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		220.0	0.000	0.0000	0.000		3.8209	0.0000	0.0000		20.000
NON-react[2]		220.0	0.000	0.0000	0.000		3.8209	0.0000	0.0000		20.000
React-ive[3]		220.0	-43.2	0.2660	0.355		3.8209	0.0064	0.0000		20.000
React-ive[4]		220.0	-43.2	0.2660	0.386		3.3432	0.0128	0.0000		20.000
React-ive[5]		220.0	-43.2	0.2660	0.423		2.8656	0.0192	0.0000		20.000
React-ive[6]		220.0	-43.2	0.2660	0.468		2.3880	0.0257	0.0000		20.000
React-ive[7]		220.0	-43.2	0.2660	0.524		1.9104	0.0321	0.0000		20.000
React-ive[8]		220.0	-43.2	0.2660	0.595		1.4328	0.0385	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2660	0.687		0.9552	0.0449	0.0000		20.000
React-ive[10]		220.0	-43.2	0.2660	0.814		0.4776	0.0513	0.0000		20.000

> Working to remove catalyst and feed from stage 3, unfixing temperature, changing to adiabatic:
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		220.0	0.000	0.0000	0.000		3.3432	0.0000	0.0000		20.000
NON-react[2]		220.0	0.000	0.0000	0.000		3.3432	0.0000	0.0000		20.000
NON-react[3]		220.0	0.000	0.0000	0.000		3.3432	0.0000	0.0000		20.000
React-ive[4]		220.0	-43.2	0.2660	0.386		3.3432	0.0064	0.0000		20.000
React-ive[5]		220.0	-43.2	0.2660	0.423		2.8656	0.0128	0.0000		20.000
React-ive[6]		220.0	-43.2	0.2660	0.468		2.3880	0.0192	0.0000		20.000
React-ive[7]		220.0	-43.2	0.2660	0.524		1.9104	0.0257	0.0000		20.000
React-ive[8]		220.0	-43.2	0.2660	0.595		1.4328	0.0321	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2660	0.687		0.9552	0.0385	0.0000		20.000
React-ive[10]		220.0	-43.2	0.2660	0.814		0.4776	0.0449	0.0000		20.000

> Working to remove catalyst and feed from stage 5, unfixing temperature, changing to adiabatic:
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		220.0	0.000	0.0000	0.000		2.8656	0.0000	0.0000		20.000
NON-react[2]		220.0	0.000	0.0000	0.000		2.8656	0.0000	0.0000		20.000
NON-react[3]		220.0	0.000	0.0000	0.000		2.8656	0.0000	0.0000		20.000
React-ive[4]		220.0	-43.2	0.2660	0.423		2.8656	0.0064	0.0000		20.000
NON-react[5]		220.0	0.000	0.0000	0.000		2.3880	0.0064	0.0000		20.000
React-ive[6]		220.0	-43.2	0.2660	0.468		2.3880	0.0128	0.0000		20.000
React-ive[7]		220.0	-43.2	0.2660	0.524		1.9104	0.0192	0.0000		20.000
React-ive[8]		220.0	-43.2	0.2660	0.595		1.4328	0.0257	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2660	0.687		0.9552	0.0321	0.0000		20.000
React-ive[10]		220.0	-43.2	0.2660	0.814		0.4776	0.0385	0.0000		20.000

> Working to remove catalyst and feed from stage 10, unfixing temperature, changing to adiabatic:
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.000
NON-react[2]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.000
NON-react[3]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.000
React-ive[4]		220.0	-43.2	0.2660	0.468		2.3880	0.0064	0.0000		20.000
NON-react[5]		220.0	0.000	0.0000	0.000		1.9104	0.0064	0.0000		20.000
React-ive[6]		220.0	-43.2	0.2660	0.524		1.9104	0.0128	0.0000		20.000
React-ive[7]		220.0	-43.2	0.2660	0.595		1.4328	0.0192	0.0000		20.000
React-ive[8]		220.0	-43.2	0.2660	0.687		0.9552	0.0257	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2660	0.815		0.4776	0.0321	0.0000		20.000
NON-react[10]		220.0	0.000	0.0000	0.000		0.0000	0.0321	0.0000		20.000

Initialized with no reflux and reboil complete
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-67.4				1.2741	0.0000	0.0691		1.0447

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.021
NON-react[2]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.005
NON-react[3]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.006
React-ive[4]		220.0	-43.2	0.2660	0.468		2.3880	0.0064	0.0000		20.000
NON-react[5]		220.0	0.000	0.0000	0.000		1.9104	0.0064	0.0000		20.000
React-ive[6]		220.0	-43.2	0.2660	0.524		1.9104	0.0128	0.0000		20.000
React-ive[7]		220.0	-43.2	0.2660	0.595		1.4328	0.0192	0.0000		20.000
React-ive[8]		220.0	-43.2	0.2660	0.687		0.9552	0.0257	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2660	0.815		0.4776	0.0321	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0321	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0321			19.994
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 1.00
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-67.4				1.2741	0.0000	0.0691		1.0447

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.021
NON-react[2]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.005
NON-react[3]		220.0	0.000	0.0000	0.000		2.3880	0.0000	0.0000		20.006
React-ive[4]		220.0	-43.2	0.2660	0.468		2.3880	0.0064	0.0000		20.000
NON-react[5]		220.0	0.000	0.0000	0.000		1.9104	0.0064	0.0000		20.000
React-ive[6]		220.0	-43.2	0.2660	0.524		1.9104	0.0128	0.0000		20.000
React-ive[7]		220.0	-43.2	0.2660	0.595		1.4328	0.0192	0.0000		20.000
React-ive[8]		220.0	-43.2	0.2660	0.687		0.9552	0.0257	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2660	0.815		0.4776	0.0321	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0321	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0321			19.994
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.32
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-68.7				1.2847	0.1131	0.0535		1.0401

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		176.9	0.000	0.0000	0.000		2.4916	0.1081	0.0000		20.000
NON-react[2]		204.0	0.000	0.0000	0.000		2.4866	0.0944	0.0000		20.000
NON-react[3]		213.7	0.000	0.0000	0.000		2.4729	0.0795	0.0000		20.000
React-ive[4]		220.0	-41.5	0.2647	0.465		2.4580	0.0561	0.0000		20.000
NON-react[5]		216.7	0.000	0.0000	0.000		1.9481	0.0454	0.0000		20.000
React-ive[6]		220.0	-42.6	0.2655	0.522		1.9375	0.0383	0.0000		20.000
React-ive[7]		220.0	-42.9	0.2657	0.593		1.4453	0.0384	0.0000		20.000
React-ive[8]		220.0	-43.1	0.2658	0.687		0.9608	0.0415	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2659	0.814		0.4796	0.0461	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0461	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0461			19.995
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.19
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-71.3				1.2988	0.1901	0.0450		1.0345

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		169.3	0.000	0.0000	0.000		2.5685	0.2162	0.0000		20.000
NON-react[2]		198.5	0.000	0.0000	0.000		2.5946	0.2017	0.0000		20.000
NON-react[3]		211.6	0.000	0.0000	0.000		2.5802	0.1842	0.0000		20.000
React-ive[4]		220.0	-39.5	0.2630	0.460		2.5626	0.1205	0.0000		20.000
NON-react[5]		215.9	0.000	0.0000	0.000		2.0091	0.0992	0.0000		20.000
React-ive[6]		220.0	-41.6	0.2646	0.519		1.9878	0.0674	0.0000		20.000
React-ive[7]		220.0	-42.5	0.2652	0.591		1.4692	0.0545	0.0000		20.000
React-ive[8]		220.0	-42.8	0.2655	0.685		0.9707	0.0516	0.0000		20.000
React-ive[9]		220.0	-43.0	0.2657	0.813		0.4829	0.0532	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0532	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0532			19.995
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.14
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-73.7				1.3120	0.2525	0.0398		1.0293

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		166.9	0.000	0.0000	0.000		2.6338	0.3116	0.0000		20.000
NON-react[2]		196.3	0.000	0.0000	0.000		2.6929	0.3016	0.0000		20.000
NON-react[3]		210.6	0.000	0.0000	0.000		2.6830	0.2852	0.0000		20.000
React-ive[4]		220.0	-37.8	0.2614	0.455		2.6665	0.1819	0.0000		20.000
NON-react[5]		215.6	0.000	0.0000	0.000		2.0703	0.1512	0.0000		20.000
React-ive[6]		220.0	-40.6	0.2636	0.516		2.0396	0.0939	0.0000		20.000
React-ive[7]		220.0	-42.0	0.2646	0.589		1.4937	0.0671	0.0000		20.000
React-ive[8]		220.0	-42.6	0.2653	0.684		0.9802	0.0581	0.0000		20.000
React-ive[9]		220.0	-42.9	0.2656	0.813		0.4857	0.0572	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0572	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0572			19.995
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.11
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-75.7				1.3231	0.3036	0.0359		1.0250

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		165.3	0.000	0.0000	0.000		2.6878	0.3915	0.0000		20.000
NON-react[2]		194.7	0.000	0.0000	0.000		2.7757	0.3844	0.0000		20.000
NON-react[3]		209.8	0.000	0.0000	0.000		2.7686	0.3684	0.0000		20.000
React-ive[4]		220.0	-36.5	0.2602	0.451		2.7525	0.2329	0.0000		20.000
NON-react[5]		215.7	0.000	0.0000	0.000		2.1218	0.1959	0.0000		20.000
React-ive[6]		220.0	-39.9	0.2628	0.513		2.0847	0.1179	0.0000		20.000
React-ive[7]		220.0	-41.5	0.2641	0.588		1.5165	0.0782	0.0000		20.000
React-ive[8]		220.0	-42.4	0.2650	0.683		0.9891	0.0634	0.0000		20.000
React-ive[9]		220.0	-42.8	0.2655	0.812		0.4883	0.0601	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0601	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0601			19.996
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.09
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-77.7				1.3339	0.3501	0.0331		1.0209

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		165.0	0.000	0.0000	0.000		2.7381	0.4676	0.0000		20.000
NON-react[2]		194.3	0.000	0.0000	0.000		2.8557	0.4678	0.0000		20.000
NON-react[3]		209.6	0.000	0.0000	0.000		2.8558	0.4546	0.0000		20.000
React-ive[4]		220.0	-35.1	0.2588	0.447		2.8427	0.2851	0.0000		20.000
NON-react[5]		215.6	0.000	0.0000	0.000		2.1752	0.2402	0.0000		20.000
React-ive[6]		220.0	-39.2	0.2620	0.510		2.1303	0.1399	0.0000		20.000
React-ive[7]		220.0	-41.1	0.2636	0.586		1.5382	0.0873	0.0000		20.000
React-ive[8]		220.0	-42.2	0.2648	0.682		0.9970	0.0673	0.0000		20.000
React-ive[9]		220.0	-42.8	0.2653	0.812		0.4905	0.0620	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0620	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0620			19.996
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.07
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-79.3				1.3434	0.3882	0.0306		1.0173

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
